team_id,team_abbreviation,season,play_type,possessions,points,poss_pct,percentile,games_played,points_per_possession,fg_pct,efg_pct
1610612754,IND,2022-23,Cut,9.1,11.5,0.08,0.759,82,1.264,0.647,0.647
1610612761,TOR,2022-23,Cut,8.8,11.9,0.082,0.276,82,1.352,0.712,0.712
1610612757,POR,2022-23,Cut,9.3,12.3,0.084,0.414,82,1.323,0.676,0.676
1610612748,MIA,2022-23,Cut,9.8,12.3,0.091,0.793,82,1.255,0.652,0.652
1610612739,CLE,2022-23,OffScreen,3.1,2.8,0.029,0.828,82,0.903,0.368,0.45
1610612761,TOR,2022-23,OffScreen,3.1,3.0,0.029,0.69,82,0.968,0.435,0.519
1610612738,BOS,2022-23,OffScreen,3.4,3.3,0.031,0.552,82,0.971,0.396,0.488
1610612748,MIA,2022-23,OffScreen,3.5,3.5,0.032,0.207,82,1.0,0.414,0.506
1610612754,IND,2022-23,OffScreen,3.6,3.6,0.031,0.345,82,1.0,0.414,0.521
1610612742,DAL,2022-23,OffScreen,3.9,3.7,0.035,0.655,82,0.949,0.421,0.504
1610612764,WAS,2022-23,OffScreen,4.2,3.7,0.038,0.897,82,0.881,0.359,0.447
1610612762,UTA,2022-23,OffScreen,4.3,3.7,0.038,0.931,82,0.86,0.353,0.422
1610612757,POR,2022-23,OffScreen,3.6,3.8,0.032,0.034,82,1.056,0.456,0.571
1610612746,LAC,2022-23,OffScreen,3.9,4.0,0.035,0.241,82,1.026,0.409,0.495
1610612756,PHX,2022-23,OffScreen,4.1,4.0,0.038,0.586,82,0.976,0.399,0.502
1610612743,DEN,2022-23,OffScreen,4.1,4.0,0.037,0.517,82,0.976,0.396,0.498
1610612740,NOP,2022-23,OffScreen,4.7,4.0,0.043,0.966,82,0.851,0.349,0.435
1610612755,PHI,2022-23,OffScreen,4.7,4.2,0.044,0.862,82,0.894,0.364,0.449
1610612751,BKN,2022-23,OffScreen,4.2,4.2,0.038,0.379,82,1.0,0.42,0.516
1610612747,LAL,2022-23,OffScreen,5.0,4.3,0.044,1.0,82,0.86,0.36,0.442
1610612753,ORL,2022-23,OffScreen,4.8,4.3,0.043,0.793,82,0.896,0.367,0.451
1610612752,NYK,2022-23,OffScreen,4.4,4.3,0.04,0.483,82,0.977,0.396,0.495
1610612765,DET,2022-23,OffScreen,4.8,4.3,0.043,0.759,82,0.896,0.386,0.469
1610612741,CHI,2022-23,OffScreen,4.5,4.5,0.041,0.414,82,1.0,0.414,0.508
1610612750,MIN,2022-23,OffScreen,4.8,4.5,0.042,0.724,82,0.938,0.376,0.466
1610612758,SAC,2022-23,OffScreen,4.5,4.7,0.04,0.103,82,1.044,0.441,0.523
1610612749,MIL,2022-23,OffScreen,4.7,4.7,0.042,0.448,82,1.0,0.411,0.504
1610612763,MEM,2022-23,OffScreen,4.6,4.7,0.041,0.276,82,1.022,0.425,0.519
1610612745,HOU,2022-23,OffScreen,4.7,4.8,0.042,0.172,82,1.021,0.409,0.534
1610612737,ATL,2022-23,OffScreen,4.6,4.9,0.041,0.069,82,1.065,0.425,0.537
1610612744,GSW,2022-23,OffScreen,4.6,5.0,0.04,0.0,82,1.087,0.435,0.547
1610612766,CHA,2022-23,OffScreen,5.1,5.2,0.045,0.31,82,1.02,0.424,0.525
1610612760,OKC,2022-23,OffScreen,5.5,5.2,0.047,0.621,82,0.945,0.39,0.499
1610612759,SAS,2022-23,OffScreen,5.1,5.3,0.045,0.138,82,1.039,0.426,0.526
1610612761,TOR,2022-23,OffRebound,5.0,5.3,0.046,0.862,82,1.06,0.527,0.535
1610612741,CHI,2022-23,OffRebound,5.3,5.5,0.048,0.966,82,1.038,0.53,0.533
1610612739,CLE,2022-23,OffRebound,5.3,5.6,0.049,0.931,82,1.057,0.523,0.525
1610612752,NYK,2022-23,OffRebound,5.3,5.8,0.048,0.69,82,1.094,0.558,0.559
1610612738,BOS,2022-23,OffRebound,5.4,5.9,0.048,0.793,82,1.093,0.565,0.57
1610612755,PHI,2022-23,OffRebound,5.2,6.0,0.048,0.448,82,1.154,0.586,0.595
1610612748,MIA,2022-23,OffRebound,5.0,6.0,0.047,0.103,82,1.2,0.669,0.678
1610612753,ORL,2022-23,OffRebound,5.0,6.2,0.045,0.0,82,1.24,0.608,0.617
1610612743,DEN,2022-23,OffRebound,5.7,6.3,0.052,0.655,82,1.105,0.571,0.58
1610612744,GSW,2022-23,OffRebound,6.2,6.4,0.054,1.0,82,1.032,0.536,0.537
1610612763,MEM,2022-23,OffRebound,6.2,6.5,0.054,0.897,82,1.048,0.544,0.547
1610612749,MIL,2022-23,OffRebound,6.0,6.6,0.053,0.724,82,1.1,0.561,0.566
1610612745,HOU,2022-23,OffRebound,5.7,6.6,0.051,0.414,82,1.158,0.595,0.601
1610612758,SAC,2022-23,OffRebound,5.6,6.6,0.05,0.207,82,1.179,0.607,0.608
1610612746,LAC,2022-23,OffRebound,5.9,6.6,0.053,0.621,82,1.119,0.581,0.586
1610612766,CHA,2022-23,OffRebound,6.1,6.7,0.054,0.828,82,1.098,0.545,0.546
1610612740,NOP,2022-23,OffRebound,5.5,6.7,0.049,0.034,82,1.218,0.624,0.628
1610612759,SAS,2022-23,OffRebound,6.0,6.8,0.052,0.517,82,1.133,0.58,0.585
1610612737,ATL,2022-23,OffRebound,5.9,6.9,0.052,0.276,82,1.169,0.598,0.603
1610612750,MIN,2022-23,OffRebound,6.1,6.9,0.053,0.483,82,1.131,0.576,0.586
1610612765,DET,2022-23,OffRebound,6.1,7.0,0.054,0.345,82,1.148,0.588,0.591
1610612764,WAS,2022-23,OffRebound,6.0,7.1,0.055,0.241,82,1.183,0.585,0.591
1610612757,POR,2022-23,OffRebound,6.2,7.1,0.057,0.552,82,1.145,0.568,0.573
1610612756,PHX,2022-23,OffRebound,6.2,7.3,0.056,0.31,82,1.177,0.596,0.601
1610612742,DAL,2022-23,OffRebound,6.2,7.5,0.057,0.138,82,1.21,0.611,0.617
1610612751,BKN,2022-23,OffRebound,6.9,7.5,0.062,0.759,82,1.087,0.554,0.562
1610612747,LAL,2022-23,OffRebound,6.4,7.6,0.056,0.172,82,1.187,0.628,0.631
1610612762,UTA,2022-23,OffRebound,6.7,7.7,0.059,0.379,82,1.149,0.574,0.581
1610612754,IND,2022-23,OffRebound,7.1,8.0,0.062,0.586,82,1.127,0.585,0.591
1610612760,OKC,2022-23,OffRebound,6.8,8.2,0.059,0.069,82,1.206,0.593,0.599
1610612743,DEN,2022-23,Misc,5.6,2.5,0.051,1.0,82,0.446,0.355,0.373
1610612748,MIA,2022-23,Misc,6.2,2.9,0.058,0.931,82,0.468,0.391,0.421
1610612759,SAS,2022-23,Misc,5.7,2.9,0.05,0.793,82,0.509,0.473,0.527
1610612737,ATL,2022-23,Misc,5.6,3.0,0.049,0.552,82,0.536,0.385,0.451
1610612741,CHI,2022-23,Misc,5.8,3.0,0.053,0.724,82,0.517,0.369,0.411
1610612749,MIL,2022-23,Misc,5.5,3.0,0.049,0.517,82,0.545,0.365,0.432
1610612747,LAL,2022-23,Misc,5.6,3.1,0.049,0.31,82,0.554,0.437,0.484
1610612753,ORL,2022-23,Misc,6.2,3.2,0.056,0.621,82,0.516,0.369,0.423
1610612738,BOS,2022-23,Misc,5.5,3.3,0.05,0.138,82,0.6,0.444,0.508
1610612742,DAL,2022-23,Misc,5.6,3.3,0.051,0.172,82,0.589,0.434,0.469
1610612751,BKN,2022-23,Misc,6.4,3.3,0.057,0.759,82,0.516,0.354,0.389
1610612754,IND,2022-23,Misc,6.9,3.3,0.06,0.862,82,0.478,0.317,0.333
1610612740,NOP,2022-23,Misc,6.0,3.3,0.054,0.448,82,0.55,0.386,0.413
1610612755,PHI,2022-23,Misc,5.6,3.3,0.051,0.103,82,0.589,0.421,0.46
1610612750,MIN,2022-23,Misc,6.3,3.3,0.055,0.586,82,0.524,0.35,0.389
1610612763,MEM,2022-23,Misc,6.7,3.3,0.059,0.828,82,0.493,0.372,0.398
1610612745,HOU,2022-23,Misc,5.5,3.4,0.049,0.069,82,0.618,0.451,0.525
1610612761,TOR,2022-23,Misc,7.1,3.4,0.066,0.897,82,0.479,0.352,0.372
1610612758,SAC,2022-23,Misc,6.1,3.4,0.055,0.276,82,0.557,0.417,0.453
1610612757,POR,2022-23,Misc,6.2,3.4,0.056,0.345,82,0.548,0.441,0.483
1610612762,UTA,2022-23,Misc,6.7,3.5,0.059,0.69,82,0.522,0.419,0.474
1610612760,OKC,2022-23,Misc,7.6,3.5,0.066,0.966,82,0.461,0.387,0.403
1610612746,LAC,2022-23,Misc,6.3,3.5,0.058,0.379,82,0.556,0.42,0.481
1610612752,NYK,2022-23,Misc,6.3,3.6,0.057,0.207,82,0.571,0.317,0.375
1610612756,PHX,2022-23,Misc,7.0,3.6,0.063,0.655,82,0.514,0.396,0.437
1610612764,WAS,2022-23,Misc,5.7,3.8,0.051,0.0,82,0.667,0.469,0.515
1610612744,GSW,2022-23,Misc,6.7,3.8,0.058,0.241,82,0.567,0.406,0.446
1610612765,DET,2022-23,Misc,7.3,4.0,0.065,0.483,82,0.548,0.372,0.409
1610612739,CLE,2022-23,Misc,7.3,4.0,0.068,0.414,82,0.548,0.387,0.432
1610612766,CHA,2022-23,Misc,6.8,4.3,0.06,0.034,82,0.632,0.485,0.538
1610612760,OKC,2023-24,Transition,17.4,18.4,0.152,0.966,82,1.057,0.512,0.581
1610612758,SAC,2023-24,Transition,16.1,18.6,0.146,0.31,81,1.155,0.544,0.615
1610612748,MIA,2023-24,Transition,17.3,18.6,0.161,0.931,82,1.075,0.496,0.571
1610612738,BOS,2023-24,Transition,18.5,19.3,0.168,1.0,81,1.043,0.481,0.555
1610612741,CHI,2023-24,Transition,16.6,19.3,0.152,0.241,82,1.163,0.55,0.625
1610612745,HOU,2023-24,Transition,17.9,19.4,0.159,0.897,82,1.084,0.501,0.569
1610612750,MIN,2023-24,Transition,18.2,19.7,0.166,0.862,82,1.082,0.518,0.589
1610612766,CHA,2023-24,Transition,17.7,20.2,0.162,0.448,82,1.141,0.533,0.613
1610612749,MIL,2023-24,Transition,18.8,20.6,0.168,0.793,81,1.096,0.504,0.569
1610612743,DEN,2023-24,Transition,18.3,20.5,0.168,0.69,82,1.12,0.527,0.596
1610612752,NYK,2023-24,Transition,18.8,21.1,0.176,0.655,81,1.122,0.539,0.621
1610612739,CLE,2023-24,Transition,18.2,21.0,0.167,0.379,82,1.154,0.543,0.61
1610612765,DET,2023-24,Transition,18.2,21.0,0.164,0.345,82,1.154,0.55,0.611
1610612754,IND,2023-24,Transition,18.9,21.4,0.165,0.517,81,1.132,0.523,0.595
1610612761,TOR,2023-24,Transition,18.2,21.3,0.161,0.138,82,1.17,0.56,0.636
1610612740,NOP,2023-24,Transition,19.4,21.7,0.178,0.724,81,1.119,0.517,0.598
1610612753,ORL,2023-24,Transition,19.1,21.6,0.177,0.586,82,1.131,0.545,0.618
1610612742,DAL,2023-24,Transition,19.3,21.8,0.171,0.621,82,1.13,0.54,0.622
1610612756,PHX,2023-24,Transition,20.6,22.8,0.185,0.759,81,1.107,0.514,0.58
1610612763,MEM,2023-24,Transition,20.8,22.7,0.188,0.828,82,1.091,0.532,0.604
1610612751,BKN,2023-24,Transition,19.5,22.8,0.179,0.207,82,1.169,0.549,0.625
1610612755,PHI,2023-24,Transition,20.0,22.8,0.181,0.483,82,1.14,0.539,0.611
1610612759,SAS,2023-24,Transition,20.1,23.0,0.176,0.414,82,1.144,0.559,0.624
1610612744,GSW,2023-24,Transition,19.7,23.0,0.176,0.172,82,1.168,0.541,0.626
1610612746,LAC,2023-24,Transition,19.6,23.4,0.178,0.069,82,1.194,0.558,0.636
1610612764,WAS,2023-24,Transition,19.7,23.5,0.17,0.034,82,1.193,0.575,0.645
1610612747,LAL,2023-24,Transition,21.1,24.0,0.185,0.552,81,1.137,0.527,0.607
1610612737,ATL,2023-24,Transition,20.0,24.4,0.178,0.0,82,1.22,0.58,0.656
1610612757,POR,2023-24,Transition,20.7,24.6,0.188,0.103,82,1.188,0.573,0.644
1610612762,UTA,2023-24,Transition,23.4,27.2,0.208,0.276,82,1.162,0.541,0.624
1610612752,NYK,2023-24,Isolation,5.8,5.1,0.054,0.862,81,0.879,0.402,0.44
1610612760,OKC,2023-24,Isolation,6.6,5.5,0.058,1.0,82,0.833,0.375,0.411
1610612759,SAS,2023-24,Isolation,6.0,5.5,0.053,0.552,82,0.917,0.4,0.445
1610612766,CHA,2023-24,Isolation,6.3,5.9,0.057,0.414,82,0.937,0.44,0.471
1610612762,UTA,2023-24,Isolation,6.2,6.0,0.055,0.276,82,0.968,0.422,0.464
1610612750,MIN,2023-24,Isolation,7.2,6.1,0.065,0.966,82,0.847,0.384,0.416
1610612755,PHI,2023-24,Isolation,6.6,6.2,0.059,0.483,82,0.939,0.433,0.467
1610612740,NOP,2023-24,Isolation,7.2,6.3,0.066,0.931,81,0.875,0.402,0.434
1610612748,MIA,2023-24,Isolation,7.2,6.4,0.067,0.828,82,0.889,0.4,0.443
1610612741,CHI,2023-24,Isolation,7.2,6.5,0.066,0.586,82,0.903,0.404,0.457
1610612737,ATL,2023-24,Isolation,6.8,6.6,0.061,0.345,82,0.971,0.435,0.468
1610612756,PHX,2023-24,Isolation,7.7,6.7,0.069,0.897,81,0.87,0.392,0.432
1610612744,GSW,2023-24,Isolation,7.5,6.7,0.066,0.621,82,0.893,0.409,0.449
1610612757,POR,2023-24,Isolation,7.6,6.8,0.069,0.724,82,0.895,0.394,0.425
1610612743,DEN,2023-24,Isolation,7.4,6.9,0.067,0.448,82,0.932,0.418,0.448
1610612758,SAC,2023-24,Isolation,7.9,7.0,0.072,0.793,81,0.886,0.384,0.42
1610612761,TOR,2023-24,Isolation,7.1,7.0,0.063,0.241,82,0.986,0.448,0.488
1610612746,LAC,2023-24,Isolation,7.4,7.0,0.068,0.379,82,0.946,0.44,0.48
1610612764,WAS,2023-24,Isolation,7.3,7.2,0.063,0.138,82,0.986,0.465,0.496
1610612763,MEM,2023-24,Isolation,7.5,7.2,0.068,0.31,82,0.96,0.434,0.475
1610612753,ORL,2023-24,Isolation,7.5,7.4,0.07,0.172,82,0.987,0.436,0.476
1610612742,DAL,2023-24,Isolation,8.0,7.4,0.071,0.517,82,0.925,0.422,0.46
1610612738,BOS,2023-24,Isolation,8.4,7.6,0.076,0.655,81,0.905,0.424,0.46
1610612747,LAL,2023-24,Isolation,7.8,7.7,0.068,0.103,81,0.987,0.446,0.486
1610612739,CLE,2023-24,Isolation,8.6,7.7,0.079,0.69,82,0.895,0.406,0.449
1610612749,MIL,2023-24,Isolation,7.9,7.9,0.07,0.069,81,1.0,0.452,0.493
1610612765,DET,2023-24,Isolation,7.7,7.8,0.069,0.034,82,1.013,0.433,0.471
1610612745,HOU,2023-24,Isolation,8.9,8.0,0.079,0.759,82,0.899,0.404,0.443
1610612754,IND,2023-24,Isolation,8.5,9.2,0.075,0.0,81,1.082,0.487,0.529
1610612751,BKN,2023-24,Isolation,9.5,9.3,0.086,0.207,82,0.979,0.438,0.485
1610612749,MIL,2023-24,Postup,3.5,3.2,0.032,0.966,81,0.914,0.436,0.436
1610612747,LAL,2023-24,Postup,3.8,3.3,0.033,1.0,81,0.868,0.462,0.462
1610612750,MIN,2023-24,Postup,3.5,3.5,0.031,0.207,82,1.0,0.507,0.507
1610612746,LAC,2023-24,Postup,3.7,3.6,0.033,0.621,82,0.973,0.495,0.495
1610612752,NYK,2023-24,Postup,4.0,3.7,0.037,0.862,81,0.925,0.464,0.464
1610612740,NOP,2023-24,Postup,4.1,3.7,0.037,0.931,81,0.902,0.481,0.481
1610612755,PHI,2023-24,Postup,3.8,3.8,0.034,0.345,82,1.0,0.542,0.542
1610612748,MIA,2023-24,Postup,4.1,3.8,0.038,0.828,82,0.927,0.477,0.477
1610612739,CLE,2023-24,Postup,4.1,4.0,0.038,0.655,82,0.976,0.489,0.489
1610612757,POR,2023-24,Postup,3.8,4.1,0.034,0.103,82,1.079,0.571,0.571
1610612761,TOR,2023-24,Postup,4.2,4.1,0.037,0.379,82,0.976,0.529,0.529
1610612756,PHX,2023-24,Postup,4.4,4.2,0.039,0.69,81,0.955,0.494,0.494
1610612759,SAS,2023-24,Postup,4.5,4.4,0.04,0.586,82,0.978,0.505,0.505
1610612737,ATL,2023-24,Postup,4.4,4.4,0.039,0.31,82,1.0,0.509,0.509
1610612758,SAC,2023-24,Postup,4.6,4.5,0.041,0.448,81,0.978,0.498,0.498
1610612753,ORL,2023-24,Postup,4.4,4.5,0.041,0.241,82,1.023,0.526,0.526
1610612742,DAL,2023-24,Postup,4.6,4.5,0.041,0.414,82,0.978,0.518,0.518
1610612763,MEM,2023-24,Postup,5.0,4.5,0.045,0.897,82,0.9,0.505,0.505
1610612741,CHI,2023-24,Postup,4.7,4.5,0.043,0.724,82,0.957,0.502,0.502
1610612766,CHA,2023-24,Postup,4.3,4.7,0.039,0.069,82,1.093,0.553,0.553
1610612738,BOS,2023-24,Postup,5.0,4.9,0.046,0.552,81,0.98,0.497,0.497
1610612762,UTA,2023-24,Postup,4.9,5.0,0.043,0.172,82,1.02,0.536,0.536
1610612743,DEN,2023-24,Postup,5.1,5.0,0.047,0.517,82,0.98,0.488,0.488
1610612751,BKN,2023-24,Postup,5.4,5.2,0.049,0.483,82,0.963,0.512,0.512
1610612760,OKC,2023-24,Postup,5.5,5.3,0.048,0.759,82,0.964,0.524,0.524
1610612744,GSW,2023-24,Postup,5.7,5.4,0.051,0.793,82,0.947,0.495,0.495
1610612745,HOU,2023-24,Postup,6.1,6.0,0.054,0.276,82,0.984,0.52,0.52
1610612765,DET,2023-24,Postup,5.4,6.2,0.048,0.0,82,1.148,0.569,0.569
1610612764,WAS,2023-24,Postup,5.8,6.4,0.05,0.034,82,1.103,0.547,0.547
1610612754,IND,2023-24,Postup,6.2,6.6,0.055,0.138,81,1.065,0.535,0.535
1610612740,NOP,2023-24,PRBallHandler,15.4,13.4,0.141,0.828,81,0.87,0.426,0.493
1610612748,MIA,2023-24,PRBallHandler,15.5,13.5,0.145,0.793,82,0.871,0.441,0.492
1610612743,DEN,2023-24,PRBallHandler,16.7,14.1,0.153,0.897,82,0.844,0.414,0.46
1610612763,MEM,2023-24,PRBallHandler,15.1,14.1,0.136,0.172,82,0.934,0.458,0.515
1610612766,CHA,2023-24,PRBallHandler,16.1,14.2,0.148,0.759,82,0.882,0.441,0.488
1610612739,CLE,2023-24,PRBallHandler,17.8,14.2,0.163,1.0,82,0.798,0.393,0.431
1610612760,OKC,2023-24,PRBallHandler,16.7,14.4,0.146,0.862,82,0.862,0.424,0.471
1610612741,CHI,2023-24,PRBallHandler,16.6,14.6,0.152,0.69,82,0.88,0.435,0.493
1610612744,GSW,2023-24,PRBallHandler,16.7,14.7,0.149,0.724,82,0.88,0.428,0.475
1610612755,PHI,2023-24,PRBallHandler,18.5,15.5,0.167,0.931,82,0.838,0.413,0.455
1610612758,SAC,2023-24,PRBallHandler,17.1,16.0,0.155,0.207,81,0.936,0.483,0.534
1610612751,BKN,2023-24,PRBallHandler,17.3,15.8,0.158,0.414,82,0.913,0.437,0.497
1610612737,ATL,2023-24,PRBallHandler,17.8,15.9,0.158,0.586,82,0.893,0.444,0.497
1610612762,UTA,2023-24,PRBallHandler,16.4,16.0,0.146,0.034,82,0.976,0.459,0.52
1610612742,DAL,2023-24,PRBallHandler,17.9,16.1,0.159,0.483,82,0.899,0.435,0.488
1610612761,TOR,2023-24,PRBallHandler,17.6,16.2,0.156,0.345,82,0.92,0.447,0.497
1610612757,POR,2023-24,PRBallHandler,18.3,16.3,0.167,0.655,82,0.891,0.434,0.473
1610612746,LAC,2023-24,PRBallHandler,18.4,16.5,0.167,0.552,82,0.897,0.428,0.478
1610612756,PHX,2023-24,PRBallHandler,18.2,17.0,0.164,0.241,81,0.934,0.457,0.514
1610612764,WAS,2023-24,PRBallHandler,17.8,16.9,0.153,0.138,82,0.949,0.46,0.509
1610612750,MIN,2023-24,PRBallHandler,20.6,17.0,0.188,0.966,82,0.825,0.405,0.449
1610612747,LAL,2023-24,PRBallHandler,19.9,17.9,0.175,0.517,81,0.899,0.436,0.485
1610612752,NYK,2023-24,PRBallHandler,19.5,18.0,0.182,0.31,81,0.923,0.45,0.498
1610612738,BOS,2023-24,PRBallHandler,20.4,18.3,0.185,0.621,81,0.897,0.428,0.477
1610612745,HOU,2023-24,PRBallHandler,19.9,18.2,0.178,0.448,82,0.915,0.426,0.479
1610612753,ORL,2023-24,PRBallHandler,20.2,18.5,0.187,0.379,82,0.916,0.448,0.499
1610612765,DET,2023-24,PRBallHandler,20.1,19.2,0.18,0.103,82,0.955,0.457,0.506
1610612749,MIL,2023-24,PRBallHandler,20.6,19.7,0.184,0.069,81,0.956,0.453,0.507
1610612759,SAS,2023-24,PRBallHandler,21.3,19.7,0.187,0.276,82,0.925,0.448,0.493
1610612754,IND,2023-24,PRBallHandler,21.4,21.2,0.188,0.0,81,0.991,0.485,0.525
1610612751,BKN,2023-24,PRRollMan,4.2,5.0,0.038,0.138,82,1.19,0.545,0.602
1610612763,MEM,2023-24,PRRollMan,5.7,5.8,0.051,1.0,82,1.018,0.476,0.52
1610612746,LAC,2023-24,PRRollMan,5.6,5.9,0.051,0.931,82,1.054,0.5,0.551
1610612742,DAL,2023-24,PRRollMan,6.3,6.6,0.056,0.966,82,1.048,0.488,0.535
1610612760,OKC,2023-24,PRRollMan,6.2,6.7,0.054,0.862,82,1.081,0.478,0.534
1610612755,PHI,2023-24,PRRollMan,6.0,6.7,0.054,0.483,82,1.117,0.54,0.589
1610612748,MIA,2023-24,PRRollMan,6.2,6.8,0.058,0.724,82,1.097,0.508,0.561
1610612740,NOP,2023-24,PRRollMan,6.0,7.0,0.055,0.414,81,1.167,0.562,0.608
1610612745,HOU,2023-24,PRRollMan,6.0,7.0,0.054,0.448,82,1.167,0.559,0.608
1610612747,LAL,2023-24,PRRollMan,6.1,7.1,0.053,0.379,81,1.164,0.541,0.604
1610612753,ORL,2023-24,PRRollMan,5.9,7.0,0.055,0.276,82,1.186,0.545,0.605
1610612738,BOS,2023-24,PRRollMan,6.7,7.2,0.061,0.897,81,1.075,0.468,0.534
1610612756,PHX,2023-24,PRRollMan,6.6,7.2,0.059,0.759,81,1.091,0.509,0.56
1610612744,GSW,2023-24,PRRollMan,6.4,7.2,0.057,0.586,82,1.125,0.526,0.576
1610612739,CLE,2023-24,PRRollMan,6.5,7.2,0.06,0.69,82,1.108,0.51,0.571
1610612761,TOR,2023-24,PRRollMan,6.7,7.3,0.059,0.793,82,1.09,0.528,0.572
1610612764,WAS,2023-24,PRRollMan,6.2,7.3,0.054,0.345,82,1.177,0.561,0.602
1610612757,POR,2023-24,PRRollMan,6.0,7.3,0.054,0.103,82,1.217,0.549,0.608
1610612758,SAC,2023-24,PRRollMan,6.7,7.5,0.061,0.552,81,1.119,0.524,0.584
1610612754,IND,2023-24,PRRollMan,6.3,7.6,0.056,0.207,81,1.206,0.567,0.613
1610612752,NYK,2023-24,PRRollMan,6.9,7.6,0.064,0.621,81,1.101,0.526,0.586
1610612749,MIL,2023-24,PRRollMan,7.2,7.8,0.064,0.828,81,1.083,0.505,0.546
1610612737,ATL,2023-24,PRRollMan,6.5,7.8,0.058,0.241,82,1.2,0.578,0.631
